3,67,0.0428,elu,adam,200,./Models_new_FLV/Island0/Generation 2/2__3_67_0.0428_elu_adam_200,18242278670.75098,72713.86159959939,M
2,233,0.0593,selu,adam,100,./Models_new_FLV/Island0/Generation 2/2__2_233_0.0593_selu_adam_100,18536449697.232452,64844.247543934885,C
2,42,0.0575,elu,adam,150,./Models_new_FLV/Island0/Generation 2/2__2_42_0.0575_elu_adam_150,18892197525.53519,64603.83169605382,M
2,240,0.06,selu,adamax,100,./Models_new_FLV/Island0/Generation 1/1__2_240_0.06_selu_adamax_100,19003295763.99949,64173.44133371797,I
2,162,0.0622,elu,adamax,100,./Models_new_FLV/Island0/Generation 3/3__2_162_0.0622_elu_adamax_100,19275416041.29582,69672.7466078545,C
2,227,0.0503,elu,adamax,450,./Models_new_FLV/Island0/Generation 3/3__2_227_0.0503_elu_adamax_450,20643299774.73072,68180.65428331794,M
2,151,0.0512,elu,adamax,200,./Models_new_FLV/Island0/Generation 3/3__2_151_0.0512_elu_adamax_200,20830185547.94493,67262.00509978694,C
2,232,0.0508,selu,adamax,350,./Models_new_FLV/Island0/Generation 2/2__2_232_0.0508_selu_adamax_350,20932950877.470074,65789.42550723815,M
3,152,0.0478,selu,adam,100,./Models_new_FLV/Island0/Generation 3/3__3_152_0.0478_selu_adam_100,21085121070.880966,80650.00214790447,C
3,121,0.0346,elu,adam,350,./Models_new_FLV/Island0/Generation 3/3__3_121_0.0346_elu_adam_350,21848929015.74367,81923.95979783167,C
2,236,0.095,selu,adamax,250,./Models_new_FLV/Island0/Generation 3/3__2_236_0.095_selu_adamax_250,21931518844.333805,68874.32983895276,M
2,177,0.0551,selu,adam,500,./Models_new_FLV/Island0/Generation 3/3__2_177_0.0551_selu_adam_500,22642620134.47364,70658.10825765073,M
3,60,0.0491,selu,adamax,150,./Models_new_FLV/Island0/Generation 3/3__3_60_0.0491_selu_adamax_150,22994997040.45264,75481.4682293883,M
